.	O
The	O
heterogeneous	O
density	O
likely	O
represents	O
unclotted	O
blood	O
anteriorly	O
but	O
could	O
also	O
reﬂect	O
acute	O
on	O
chronic	O
bleeding	O
or	O
cerebrospinal	O
ﬂuid	O
extravasation	O
into	O
the	O
subarachnoid	O
space	O
due	O
to	O
an	O
arachnoid	O
laceration	O
.	O
There	O
were	O
no	O
additional	O
lesions	O
noted	O
.	O
The	O
hospital's	O
neurosurgeon	O
was	O
immediately	O
contacted	O
and	O
the	O
player	O
underwent	O
an	O
emergent	O
right	O
frontoparietal	O
craniotomy	B-SurgicalProcedure
and	O
hematoma	B-PI
evacuation	O
.	O
The	O
patient's	O
rehabilitation	O
course	O
included	O
inpatient	O
and	O
outpatient	O
physical	O
therapy	O
ultimately	O
making	O
a	O
full	O
recovery	O
without	O
any	O
neurological	O
or	O
cognitive	O
deﬁcits	O
.	O
He	O
subsequently	O
retired	O
from	O
competitive	O
rugby	O
and	O
has	O
become	O
a	O
coach	O
for	O
a	O
professional	O
rugby	O
club	O
.	O
A	O
15-year-old	O
woman	O
was	O
diagnosed	O
with	O
osteogenesis	O
imperfecta	O
(Sillence	O
Type	O
I)	O
at	O
a	O
regional	O
reference	O
pediatric	O
hospital	O
.	O
Although	O
a	O
genetic	O
characterization	O
of	O
the	O
disease	O
is	O
currently	O
underway	O
and	O
the	O
patient	O
never	O
underwent	O
a	O
bone	O
density	O
test	O
she	O
expresses	O
the	O
same	O
phenotypic	O
traits	O
as	O
her	O
mother	O
who	O
suﬀers	O
from	O
autosomal	O
dominant	O
OI	O
.	O
Following	O
a	O
fall	O
from	O
a	O
chair	O
during	O
an	O
epileptic	O
seizure	O
the	O
young	O
patient	O
came	O
to	O
our	O
observation	O
.	O
Medical	O
history	O
did	O
not	O
predict	O
any	O
other	O
fractures	B-PI
She	O
was	O
not	O
taking	O
bisphosphonates	O
before	O
the	O
injury	O
but	O
she	O
was	O
taking	O
valproic	O
acid	O
for	O
epilepsy	O
.	O
On	O
physical	O
examination	B-GOAL
the	O
patient	O
had	O
blue	O
sclera	B-PI
bilateral	O
ipoacusia	B-PI
inability	B-PI
to	O
ambulate	O
and	O
absolute	O
impossibility	B-PI
to	O
active	O
and	O
passive	O
motion	O
of	O
both	O
hips	O
due	O
to	O
pain	B-PI
.	O
The	O
imaging	O
showed	O
acetabular	O
fractures	B-PI
which	O
were	O
classiﬁed	O
as	O
associated	O
both-column	O
fractures	B-PI
with	O
protrusio	O
acetabuli	O
.	O
Three	O
dimensional	O
reconstructed	O
computed	O
tomography	O
(CT)	B-IM
examination	B-GOAL
revealed	O
a	O
greater	O
degree	O
of	O
comminution	B-PI
and	O
displacement	B-PI
than	O
could	O
be	O
appreciated	O
on	O
the	O
plain	O
radiographs	O
.	O
Once	O
informed	O
consent	O
was	O
obtained	O
from	O
the	O
patient	O
and	O
her	O
parents	O
the	O
preoperative	O
preparation	O
by	O
the	O
orthopaedic	O
and	O
anaesthesia	O
team	O
consisted	O
in	O
typing	O
and	O
cross	O
matching	O
eight	O
units	O
of	O
packed	O
red	O
blood	O
cells	O
fresh	O
frozen	O
plasma	B-SurgicalPrep
cryoprecipitate	B-SurgicalPrep
desmopressin	B-SurgicalPrep
and	O
interoperative	O
cell	O
salvage	O
capability	O
available	O
for	O
the	O
operation	O
.	O
On	O
the	O
ﬁfth	O
post-trauma	O
day	O
considering	O
the	O
young	O
age	O
of	O
the	O
patient	O
the	O
comorbidities	O
and	O
the	O
operative	O
duration	O
we	O
opted	O
for	O
the	O
ﬁxation	O
of	O
the	O
acetabula	O
in	O
two	O
surgical	O
steps	O
.	O
At	O
ﬁrst	O
we	O
performed	O
ORIF	B-SurgicalProcedure
of	O
bilateral	O
posterior	O
columns	O
via	O
Iselin	O
approach	O
.	O
A	O
pelvic	O
reconstruction	O
plate	O
was	O
shaped	O
and	O
positioned	O
along	O
the	O
perimeter	O
of	O
the	O
pelvis	O
until	O
its	O
ﬁxation	O
.	O
The	O
patient	O
was	O
extremely	O
osteopenic	B-PI
bones	O
were	O
very	O
fragile	O
and	O
the	O
reduction	O
obtained	O
from	O
the	O
fracture	O
was	O
the	O
best	O
possible	O
given	O
the	O
starting	O
conditions	O
.	O
Since	O
on	O
the	O
right	O
side	O
the	O
posterior	O
synthesis	O
alone	O
appeared	O
insufficient	O
to	O
guarantee	O
a	O
lasting	O
reduction	O
of	O
the	O
femoral	O
head	B-SurgicalLocation
in	O
the	O
acetabulum	B-SurgicalPrep
we	O
drilled	B-SurgicalPrep
a	O
Kirschner	B-SurgicalPrep
wire	O
to	O
provide	O
stable	O
ﬁxation	B-SurgicalDiscussion
and	O
to	O
avoid	O
possible	O
future	O
dislocations	O
.	O
The	O
second	O
surgical	O
step	O
was	O
performed	O
on	O
post-injury	O
day	O
ten	O
via	O
a	O
bilateral	O
modiﬁed	O
Stoppa	B-SurgicalProcedure
approach	O
and	O
augmented	O
by	O
creating	O
the	O
lateral	O
window	O
of	O
the	O
ilioinguinal	O
approach	O
[5].	O
Bilaterally	O
there	O
were	O
multiple	O
devitalised	O
free-ﬂoating	O
articular	O
fragments	O
medial	O
to	O
the	O
quadrilateral	O
surface	O
that	O
were	O
deemed	O
no-reconstructible	O
.	O
Two	O
dedicated	O
suprapectineal	O
plate	O
were	O
applied	O
to	O
reconstruct	O
anterior	O
column	O
and	O
quadrilateral	O
lamina	O
of	O
both	O
hips	O
.	O
The	O
post-operative	O
period	O
was	O
uneventful	O
hemoglobin	O
never	O
fell	O
below	O
10	O
mg/dl	O
and	O
intraoperatively	O
the	O
blood	O
loss	O
was	O
less	O
than	O
400	O
cl	O
and	O
no	O
blood	O
transfusion	O
was	O
necessary	O
.	O
She	O
was	O
mobilized	B-GOAL
on	O
crutches	O
with	O
touch	O
weight-bearing	O
for	O
six	O
weeks	O
and	O
partial	O
weight-bearing	O
for	O
another	O
six	O
weeks	O
.	O
After	O
three	O
weeks	O
the	O
patient	O
was	O
discharged	O
to	O
home	O
therapy	O
with	O
bisphosphonates	O
and	O
referred	O
to	O
a	O
specialist	O
center	O
for	O
OI	O
disease	O
.	O
We	O
followed	O
the	O
patient	O
weekly	O
for	O
one	O
month	O
then	O
monthly	O
until	O
the	O
sixth	O
month	O
with	O
radiographic	O
control	O
at	O
30	O
60	O
and	O
120	O
days	O
.	O
The	O
hips	O
function	O
was	O
evaluated	O
with	O
Harris	O
Hip	O
Score	O
(HHS)	O
with	O
result	O
of	O
45/100	O
at	O
the	O
ﬁnal	O
follow-up	O
.	O
The	O
Numeric	O
Pain	O
Rating	O
Scale	O
(NPRS)	O
a	O
segmented	O
numeric	O
version	O
of	O
the	O
visual	O
analog	O
scale	O
(VAS)	O
used	O
to	O
assess	O
pain	O
intensity	O
reported	O
a	O
score	O
of	O
5/10	O
(moderate	O
pain)	O
at	O
the	O
ﬁnal	O
follow-up	O
.	O
The	O
last	O
radiographic	O
examination	B-GOAL
showed	O
an	O
adequate	O
reduction	O
of	O
the	O
fracture	O
and	O
a	O
satisfactory	O
wall	O
and	O
bone	O
stock	O
for	O
a	O
subsequent	O
prosthesis:	O
the	O
patient	O
developed	O
a	O
bilateral	O
post-traumatic	O
arthrosis	O
with	O
heterotopic	O
calciﬁcations	O
typical	O
of	O
the	O
underlying	O
disease	O
.	O
A	O
16-year-old	O
male	O
unrestrained	O
backseat	O
passenger	O
was	O
brought	O
to	O
our	O
trauma	O
bay	O
after	O
a	O
high-speed	O
motor	O
vehicle	O
collision	O
with	O
a	O
rollover	O
.	O
He	O
suffered	O
multiple	O
injuries	B-PI
including	O
TBI	B-PI
complex	O
pelvic	O
fractures	B-PI
spleen	O
liver	O
and	O
renal	O
injuries	B-PI
and	O
left	O
diaphragmatic	O
rupture	B-PI
.	O
His	O
initial	O
chest	O
X-ray	O
(CXR)	B-IM
revealed	O
his	O
stomach	O
herniating	O
inside	O
his	O
left	O
chest	O
.	O
He	O
underwent	O
immediate	O
laparotomy	B-SurgicalProcedure
and	O
repair	B-GOAL
of	O
his	O
left	O
diaphragm	O
.	O
Intraoperatively	O
the	O
surgeon	O
examined	O
the	O
right	O
diaphragm	O
by	O
palpation	O
and	O
noted	O
no	O
abnormality	O
.	O
Postoperatively	O
the	O
patient	O
had	O
a	O
prolonged	O
ventilator-dependence	O
.	O
His	O
daily	O
CXR	O
showed	O
right-sided	O
diaphragmatic	O
abnormality	O
but	O
was	O
nonspeciﬁc	O
.	O
We	O
performed	O
a	O
dynamic	O
ultrasound	B-IM
to	O
evaluate	O
the	O
right	O
diaphragm	O
the	O
result	O
suggested	O
that	O
the	O
right	O
diaphragm	O
was	O
paralysed	O
probably	O
secondary	O
to	O
right	O
phrenic	O
nerve	O
injury	O
.	O
On	O
3	O
occasions	O
(post-injury	O
day	O
0	O
4	O
and	O
15)	O
the	O
patient	O
underwent	O
CT	B-IM
of	O
the	O
chest	O
none	O
of	O
those	O
3	O
scans	O
reported	O
right-sided	O
diaphragmatic	O
injury	O
despite	O
the	O
presence	O
of	O
“hepatothorax”	O
as	O
well	O
as	O
“hump”	O
“band”	O
and	O
“collar”	O
signs	O
.	O
Eventually	O
on	O
post-injury	O
day	O
17	O
the	O
patient	O
underwent	O
a	O
diagnostic	O
laparoscopy	B-SurgicalProcedure
we	O
found	O
the	O
liver	O
herniating	O
into	O
the	O
right	O
chest	O
.	O
28-year	O
lady	O
was	O
brought	O
to	O
the	O
ED	O
with	O
an	O
alleged	O
history	O
of	O
accidental	O
strangulation	O
by	O
cloth	O
while	O
working	O
in	O
ﬁelds	O
.	O
The	O
patient	O
presented	O
to	O
us	O
after	O
8	O
h	O
of	O
trauma	O
.	O
Airway	O
was	O
patent	B-PI
and	O
the	O
cervical	O
spine	O
motion	O
was	O
restricted	B-PI
.	O
A	O
patterned	O
bruise	O
of	O
strangulation	O
was	O
present	O
in	O
the	O
middle	O
of	O
the	O
neck	O
.	O
Larynx	O
and	O
cricotracheal	O
junction	O
were	O
normal	O
to	O
palpation	O
.	O
Breathing	O
and	O
circulation	O
were	O
normal	O
and	O
there	O
was	O
no	O
neurological	O
disability	O
.	O
Mild	O
surgical	O
emphysema	B-PI
was	O
present	O
in	O
the	O
face	O
and	O
neck	O
.	O
CECT	B-IM
neck	O
revealed	O
tracheal	O
transection	B-PI
more	O
than	O
50%	O
of	O
the	O
circumference	O
and	O
an	O
abnormally	O
dilated	B-PI
segment	O
of	O
the	O
esophagus	O
.	O
Contrast	O
esophagogram	O
wasn't	O
performed	O
as	O
the	O
patient	O
had	O
an	O
upfront	O
indication	O
of	O
exploration	B-GOAL
.	O
CT	B-IM
Angio	O
revealed	O
complete	O
luminal	O
occlusion	O
of	O
left	O
Common	O
Carotid	O
Artery	O
due	O
to	O
thrombosis	O
3	O
cm	O
below	O
bifurcation	O
however	O
the	O
contrast	O
was	O
present	O
in	O
the	O
internal	O
carotid	O
artery	O
presumably	O
entering	O
retrogradely	O
from	O
external	O
carotid	O
artery	O
.	O
Interventional	O
radiology	O
expertise	O
for	O
CCA	O
stenting	O
wasn't	O
available	O
.	O
The	O
patient	O
was	O
taken	O
up	O
for	O
emergent	O
exploration	B-GOAL
where	O
complete	O
transection	B-PI
of	O
the	O
trachea	O
was	O
repaired	B-GOAL
along	O
with	O
the	O
esophagus	O
.	O
CCA	O
exploration	B-GOAL
revealed	O
a	O
contused	B-PI
artery	O
not	O
amenable	O
to	O
resection	O
and	O
end	O
to	O
end	O
repair	B-GOAL
.	O
CCA	O
size	O
precluded	O
the	O
use	O
of	O
saphenous	O
graft	O
due	O
to	O
anticipated	O
luminal	O
discrepancy	O
and	O
subsequent	O
turbulent	O
ﬂow	O
.	O
PTFE	O
and	O
Dacron	O
couldn't	O
be	O
arranged	O
in	O
the	O
middle	O
of	O
the	O
night	O
.	O
The	O
operating	O
surgeon	O
decided	O
to	O
manage	B-GOAL
CCA	O
contusion	O
and	O
thrombosis	O
non-operatively	O
as	O
the	O
patient	O
presented	O
after	O
8	O
h	O
and	O
majority	O
strokes	B-PI
in	O
Grade	O
4	O
injury	O
would	O
have	O
manifested	O
in	O
this	O
period	O
.	O
CCA	O
ligation	O
wasn't	O
done	O
in	O
the	O
apprehension	O
of	O
antegrade	O
thrombus	B-PI
propagation	O
post	O
ligation	O
.	O
Unfortunately	O
the	O
patient	O
developed	O
right	O
hemiparesis	B-PI
in	O
the	O
immediate	O
post-operative	O
period	O
.	O
MR	O
brain	O
with	O
angiogram	B-IM
revealed	O
thrombus	B-PI
propagation	O
involving	O
ICA	O
and	O
Left	O
MCA	O
and	O
conﬁrmed	O
stroke	B-PI
.	O
The	O
patient	O
was	O
started	O
on	O
anticoagulation	O
and	O
intensive	O
physiotherapy	O
.	O
Her	O
maximal	O
power	O
was	O
2/5	O
in	O
the	O
upper	O
limb	O
and	O
3/5	O
in	O
the	O
lower	O
limb	O
.	O
With	O
physiotherapy	O
she	O
started	O
regaining	O
strength	O
and	O
by	O
the	O
third	O
postoperative	O
day	O
she	O
had	O
regained	O
full	O
power	O
and	O
could	O
write	O
and	O
walk	O
independently	O
.	O
Follow	O
up	O
Doppler	O
showed	O
no	O
recanalization	O
.	O
The	O
rest	O
post-op	O
period	O
was	O
uneventful	O
and	O
the	O
patient	O
was	O
discharged	O
home	O
neurologically	O
intact	O
on	O
antithrombotic	O
therapy	O
.	O
