density	O
likely	O
represents	O
unclotted	O
blood	O
anteriorly	O
but	O
could	O
also	O
reﬂect	O
acute	O
on	O
chronic	O
bleeding	O
or	O
cerebrosB-pinal	O
ﬂuid	O
extravasation	B-PI
into	O
the	O
subarachnoid	O
space	O
due	O
to	O
an	O
arachnoid	O
laceration	O
.	O
There	O
were	O
no	O
additional	O
lesions	B-PI
noted	O
.	O
The	O
hosB-pital's	O
neurosurgeon	O
was	O
immediately	O
contacted	O
and	O
the	O
player	O
underwent	O
an	O
emergent	O
right	O
frontoparietal	O
craniotomy	B-SurgicalProcedure
and	O
hematoma	B-PI
evacuation	O
.	O
The	O
patient's	O
rehabilitation	O
course	O
included	O
inpatient	O
and	O
outpatient	O
physical	O
therapy	B-GOAL
ultimately	O
making	O
a	O
full	O
recovery	O
without	O
any	O
neurological	O
or	O
cognitive	O
deﬁcits	O
.	O
He	O
subsequently	O
retired	O
from	O
competitive	O
rugby	O
and	O
has	O
become	O
a	O
coach	O
for	O
a	O
professional	O
rugby	O
club	O
.	O
A	O
15-year-old	O
woman	O
was	O
diagnosed	O
with	O
osteogenesis	B-PI
imperfecta	O
(Sillence	O
Type	O
I)	O
at	O
a	O
regional	O
reference	O
pediatric	O
hosB-pital	O
.	O
Although	O
a	O
genetic	O
characterization	O
of	O
the	O
disease	O
is	O
currently	O
underway	O
and	O
the	O
patient	O
never	O
underwent	O
a	O
bone	O
density	O
test	O
she	O
expresses	O
the	O
same	O
phenotyB-pic	O
traits	O
as	O
her	O
mother	O
who	O
suﬀers	O
from	O
autosomal	O
dominant	O
OI	O
.	O
Following	O
a	O
fall	O
from	O
a	O
chair	O
during	O
an	O
eB-pileptic	O
seizure	O
the	O
young	O
patient	O
came	O
to	O
our	O
observation	B-GOAL
.	O
Medical	O
history	O
did	O
not	O
predict	O
any	O
other	O
fractures	B-PI
She	O
was	O
not	O
taking	O
bisphosphonates	O
before	O
the	O
injury	B-PI
but	O
she	O
was	O
taking	O
valproic	O
acid	O
for	O
eB-pilepsy	O
.	O
On	O
physical	O
examination	B-GOAL
the	O
patient	O
had	O
blue	O
sclera	B-PI
bilateral	O
ipoacusia	B-PI
inability	B-PI
to	O
ambulate	O
and	O
absolute	O
impossibility	O
to	O
active	O
and	O
passive	O
motion	O
of	O
both	O
hips	O
due	O
to	O
pain	B-PI
	O
.	O
The	O
imaging	B-GOAL
showed	O
acetabular	O
fractures	B-PI
which	O
were	O
classiﬁed	O
as	O
associated	O
both-column	O
fractures	B-PI
with	O
protrusio	O
acetabuli	O
.	O
Three	O
dimensional	O
reconstructed	O
computed	O
tomography	O
(CT)	B-IM
examination	B-GOAL
revealed	O
a	O
greater	O
degree	O
of	O
comminution	B-PI
and	O
displacement	B-PI
than	O
could	O
be	O
appreciated	O
on	O
the	O
plain	O
radiographs	B-IM
.	O
Once	O
informed	O
consent	O
was	O
obtained	O
from	O
the	O
patient	O
and	O
her	O
parents	O
the	O
preoperative	O
preparation	O
by	O
the	O
orthopaedic	O
and	O
anaesthesia	O
team	O
consisted	O
in	O
tyB-ping	O
and	O
cross	O
matching	O
eight	O
units	O
of	O
packed	O
red	O
blood	O
cells	O
fresh	O
frozen	O
plasma	O
cryopreciB-pitate	B-SurgicalPreparation
desmopressin	O
and	O
interoperative	O
cell	O
salvage	O
capability	O
available	O
for	O
the	O
operation	O
	O
.	O
On	O
the	O
ﬁfth	O
post-trauma	B-PI
day	O
considering	O
the	O
young	O
age	O
of	O
the	O
patient	O
the	O
comorbidities	O
and	O
the	O
operative	O
duration	O
we	O
opted	O
for	O
the	O
ﬁxation	O
of	O
the	O
acetabula	O
in	O
two	O
surgical	O
steps	O
.	O
At	O
ﬁrst	O
we	O
performed	O
ORIF	B-SurgicalProcedure
of	O
bilateral	O
posterior	O
columns	O
via	O
Iselin	O
approach	O
.	O
A	O
pelvic	O
reconstruction	B-GOAL
plate	O
was	O
shaped	O
and	O
positioned	O
along	O
the	O
perimeter	O
of	O
the	O
pelvis	O
until	O
its	O
ﬁxation	O
.	O
The	O
patient	O
was	O
extremely	O
osteopenic	B-PI
bones	O
were	O
very	O
fragile	O
and	O
the	O
reduction	B-GOAL
obtained	O
from	O
the	O
fracture	B-PI
was	O
the	O
best	O
possible	O
given	O
the	O
starting	O
conditions	O
.	O
Since	O
on	O
the	O
right	O
side	O
the	O
posterior	O
synthesis	O
alone	O
appeared	O
insufficient	O
to	O
guarantee	O
a	O
lasting	O
reduction	B-GOAL
of	O
the	O
femoral	O
head	O
in	O
the	O
acetabulum	O
we	O
drilled	O
a	O
Kirschner	O
wire	O
to	O
provide	O
stable	O
ﬁxation	O
and	O
to	O
avoid	O
possible	O
future	O
dislocations	B-PI
.	O
The	O
second	O
surgical	O
step	O
was	O
performed	O
on	O
post-injury	O
day	O
ten	O
via	O
a	O
bilateral	O
modiﬁed	O
Stoppa	B-SurgicalProcedure
approach	O
and	O
augmented	O
by	O
creating	O
the	O
lateral	O
window	O
of	O
the	O
ilioinguinal	O
approach	O
[5]	O
.	O
Bilaterally	O
there	O
were	O
multiple	O
devitalised	O
free-ﬂoating	O
articular	O
fragments	O
medial	O
to	O
the	O
quadrilateral	O
surface	O
that	O
were	O
deemed	O
no-reconstructible	O
.	O
Two	O
dedicated	O
suprapectineal	O
plate	O
were	O
applied	B-GOAL
to	O
reconstruct	O
anterior	O
column	O
and	O
quadrilateral	O
lamina	O
of	O
both	O
hips	O
.	O
The	O
post-operative	O
period	O
was	O
uneventful	O
hemoglobin	O
never	O
fell	O
below	O
10	O
mg/dl	O
and	O
intraoperatively	O
the	O
blood	O
loss	B-PI
was	O
less	O
than	O
400	O
cl	O
and	O
no	O
blood	O
transfusion	B-GOAL
was	O
necessary	O
.	O
She	O
was	O
mobilized	B-GOAL
on	O
crutches	O
with	O
touch	O
weight-bearing	O
for	O
six	O
weeks	O
and	O
partial	O
weight-bearing	O
for	O
another	O
six	O
weeks	O
.	O
After	O
three	O
weeks	O
the	O
patient	O
was	O
discharged	O
to	O
home	O
therapy	B-GOAL
with	O
bisphosphonates	O
and	O
referred	O
to	O
a	O
specialist	O
center	O
for	O
OI	O
disease	O
.	O
We	O
followed	O
the	O
patient	O
weekly	O
for	O
one	O
month	O
then	O
monthly	O
until	O
the	O
sixth	O
month	O
with	O
radiographic	B-IM
control	O
at	O
30	O
60	O
and	O
120	O
days	O
.	O
The	O
hips	O
function	O
was	O
evaluated	O
with	O
Harris	O
Hip	O
Score	O
(HHS)	O
with	O
result	O
of	O
45/100	O
at	O
the	O
ﬁnal	O
follow-up	O
.	O
The	O
Numeric	O
Pain	B-PI
Rating	O
Scale	O
(NPRS)	O
a	O
segmented	O
numeric	O
version	O
of	O
the	O
visual	O
analog	O
scale	O
(VAS)	O
used	O
to	O
assess	O
pain	B-PI
intensity	O
reported	O
a	O
score	O
of	O
5/10	O
(moderate	O
pain)	O
at	O
the	O
ﬁnal	O
follow-up	O
.	O
The	O
last	O
radiographic	B-IM
examination	B-GOAL
showed	O
an	O
adequate	O
reduction	B-GOAL
of	O
the	O
fracture	B-PI
and	O
a	O
satisfactory	O
wall	O
and	O
bone	O
stock	O
for	O
a	O
subsequent	O
prosthesis:	O
the	O
patient	O
developed	O
a	O
bilateral	O
post-traumatic	O
arthrosis	O
with	O
heterotoB-pic	O
calciﬁcations	O
tyB-pical	O
of	O
the	O
underlying	O
disease	O
.	O
A	O
16-year-old	O
male	O
unrestrained	O
backseat	O
passenger	O
was	O
brought	O
to	O
our	O
trauma	B-PI
bay	O
after	O
a	O
high-speed	O
motor	O
vehicle	O
collision	O
with	O
a	O
rollover	O
.	O
He	O
suffered	O
multiple	O
injuries	B-PI
including	O
TBI	O
complex	O
pelvic	O
fractures	B-PI
spleen	O
liver	O
and	O
renal	O
injuries	B-PI
and	O
left	O
diaphragmatic	O
rupture	B-PI
	O
.	O
His	O
initial	O
chest	O
X-ray	B-IM
revealed	O
his	O
stomach	O
herniating	B-PI
inside	O
his	O
left	O
chest	O
.	O
He	O
underwent	O
immediate	O
laparotomy	B-SurgicalProcedure
and	O
repair	B-GOAL
of	O
his	O
left	O
diaphragm	O
.	O
Intraoperatively	O
the	O
surgeon	O
examined	O
the	O
right	O
diaphragm	O
by	O
palpation	O
and	O
noted	O
no	O
abnormality	O
.	O
Postoperatively	O
the	O
patient	O
had	O
a	O
prolonged	O
ventilator	B-GOAL
dependence	O
.	O
His	O
daily	O
CXR	O
showed	O
right-sided	O
diaphragmatic	O
abnormality	O
but	O
was	O
nonspeciﬁc	O
.	O
We	O
performed	O
a	O
dynamic	O
ultrasound	B-IM
to	O
evaluate	O
the	O
right	O
diaphragm	O
the	O
result	O
suggested	O
that	O
the	O
right	O
diaphragm	O
was	O
paralysed	O
probably	O
secondary	O
to	O
right	O
phrenic	O
nerve	O
injury	B-PI
.	O
On	O
3	O
occasions	O
(post-injury	O
day	O
0	O
4	O
and	O
15)	O
the	O
patient	O
underwent	O
CT	B-IM
of	O
the	O
chest	O
none	O
of	O
those	O
3	O
scans	O
reported	O
right-sided	O
diaphragmatic	O
injury	B-PI
desB-pite	O
the	O
presence	O
of	O
“hepatothorax”	O
as	O
well	O
as	O
“hump”	O
“band”	O
and	O
“collar”	O
signs	O
.	O
Eventually	O
on	O
post-injury	O
day	O
17	O
the	O
patient	O
underwent	O
a	O
diagnostic	O
laparoscopy	B-IM
we	O
found	O
the	O
liver	O
herniating	B-PI
into	O
the	O
right	O
chest	O
.	O
28-year	O
lady	O
was	O
brought	O
to	O
the	O
ED	O
with	O
an	O
alleged	O
history	O
of	O
accidental	O
strangulation	O
by	O
cloth	O
while	O
working	O
in	O
ﬁelds	O
.	O
The	O
patient	O
presented	O
to	O
us	O
after	O
8	O
h	O
of	O
trauma	B-PI
.	O
Airway	O
was	O
patent	B-PI
and	O
the	O
cervical	O
sB-pine	O
motion	O
was	O
restricted	B-PI
	O
.	O
A	O
patterned	O
bruise	O
of	O
strangulation	O
was	O
present	O
in	O
the	O
middle	O
of	O
the	O
neck	O
.	O
Larynx	O
and	O
cricotracheal	O
junction	O
were	O
normal	O
to	O
palpation	O
.	O
Breathing	O
and	O
circulation	O
were	O
normal	O
and	O
there	O
was	O
no	O
neurological	O
disability	O
.	O
Mild	O
surgical	O
emphysema	B-PI
was	O
present	O
in	O
the	O
face	O
and	O
neck	O
.	O
CECT	B-IM
neck	O
revealed	O
tracheal	O
transection	B-PI
more	O
than	O
50%	O
of	O
the	O
circumference	O
and	O
an	O
abnormally	O
dilated	B-PI
segment	O
of	O
the	O
esophagus	O
.	O
Contrast	O
esophagogram	O
wasn't	O
performed	O
as	O
the	O
patient	O
had	O
an	O
upfront	O
indication	O
of	O
exploration	B-GOAL
	O
.	O
CT	B-IM
Angio	B-IM
revealed	O
complete	O
luminal	O
occlusion	O
of	O
left	O
Common	O
Carotid	O
Artery	O
due	O
to	O
thrombosis	O
3	O
cm	O
below	O
bifurcation	O
however	O
the	O
contrast	O
was	O
present	O
in	O
the	O
internal	O
carotid	O
artery	O
presumably	O
entering	O
retrogradely	O
from	O
external	O
carotid	O
artery	O
.	O
Interventional	O
radiology	O
expertise	O
for	O
CCA	O
stenting	O
wasn't	O
available	O
.	O
The	O
patient	O
was	O
taken	O
up	O
for	O
emergent	O
exploration	B-GOAL
where	O
complete	O
transection	B-PI
of	O
the	O
trachea	O
was	O
repaired	B-GOAL
along	O
with	O
the	O
esophagus	O
.	O
CCA	O
exploration	B-GOAL
revealed	O
a	O
contused	B-PI
artery	O
not	O
amenable	O
to	O
resection	O
and	O
end	O
to	O
end	O
repair	B-GOAL
	O
.	O
CCA	O
size	O
precluded	O
the	O
use	O
of	O
saphenous	O
graft	O
due	O
to	O
anticipated	O
luminal	O
discrepancy	O
and	O
subsequent	O
turbulent	O
ﬂow	O
.	O
PTFE	O
and	O
Dacron	O
couldn't	O
be	O
arranged	O
in	O
the	O
middle	O
of	O
the	O
night	O
.	O
The	O
operating	O
surgeon	O
decided	O
to	O
manage	O
CCA	O
contusion	B-PI
and	O
thrombosis	O
non-operatively	O
as	O
the	O
patient	O
presented	O
after	O
8	O
h	O
and	O
majority	O
strokes	O
in	O
Grade	O
4	O
injury	B-PI
would	O
have	O
manifested	O
in	O
this	O
period	O
.	O
CCA	O
ligation	O
wasn't	O
done	O
in	O
the	O
apprehension	O
of	O
antegrade	O
thrombus	O
propagation	B-GOAL
post	O
ligation	O
.	O
Unfortunately	O
the	O
patient	O
developed	O
right	O
hemiparesis	B-PI
in	O
the	O
immediate	O
post-operative	O
period	O
.	O
MR	B-IM
brain	O
with	O
angiogram	B-IM
revealed	O
thrombus	O
propagation	B-GOAL
involving	O
ICA	O
and	O
Left	O
MCA	O
and	O
conﬁrmed	O
stroke	O
	O
.	O
The	O
patient	O
was	O
started	O
on	O
anticoagulation	O
and	O
intensive	O
physiotherapy	B-GOAL
	O
.	O
Her	O
maximal	O
power	O
was	O
2/5	O
in	O
the	O
upper	O
limb	O
and	O
3/5	O
in	O
the	O
lower	O
limb	O
.	O
With	O
physiotherapy	B-GOAL
she	O
started	O
regaining	O
strength	O
and	O
by	O
the	O
third	O
postoperative	O
day	O
she	O
had	O
regained	O
full	O
power	O
and	O
could	O
write	O
and	O
walk	O
independently	O
.	O
Follow	O
up	O
Doppler	O
showed	O
no	O
recanalization	O
.	O
The	O
rest	O
post-op	O
period	O
was	O
uneventful	O
and	O
the	O
patient	O
was	O
discharged	O
home	O
neurologically	O
intact	O
on	O
antithrombotic	O
therapy	B-GOAL
.	O
We	O
describe	O
the	O
case	O
of	O
a	O
15	O
year	O
old	O
boy	O
who	O
presented	O
with	O
generalised	O
abdominal	O
pain	B-PI
following	O
a	O
seemingly	O
minor	O
collision	O
at	O
weekend	O
soccer	O
.	O
Investigation	O
revealed	O
a	O
grade	O
IV	O
pancreatic	O
injury	B-PI
that	O
was	O
subsequently	O
managed	O
with	O
pancreatic	O
stent	O
insertion	O
by	O
endoscoB-pic	O
retrograde	O
cholangiopancreatography	O
and	O
total	O
parenteral	O
nutrition	O
(TPN)	O
prior	O
to	O
recommencing	O
low	O
fat	O
diet	O
10	O
days	O
post-injury	O
.	O
A	O
previously	O
well	O
15	O
year	O
old	O
male	O
presented	O
to	O
the	O
Emergency	O
department	O
at	O
1600	O
h	O
4	O
hours	O
after	O
a	O
seemingly	O
minor	O
blunt	O
abdominal	O
injury	B-PI
during	O
a	O
weekend	O
soccer	O
match	O
.	O
Initially	O
following	O
the	O
impact	O
of	O
another	O
player's	O
knee	O
to	O
the	O
abdomen	O
the	O
adolescent	O
rested	O
out	O
of	O
the	O
game	O
for	O
half	O
an	O
hour	O
before	O
returning	O
to	O
play	O
the	O
second	O
half	O
.	O
Following	O
the	O
game	O
he	O
returned	O
home	O
tolerated	O
an	O
afternoon	O
meal	O
before	O
the	O
gradual	O
onset	O
of	O
constant	O
dull	O
severe	O
non-radiating	O
generalised	O
abdominal	O
pain	B-PI
that	O
was	O
not	O
exacerbated	O
by	O
movement	O
.	O
Due	O
to	O
family	O
concerns	O
the	O
patient	O
presented	O
to	O
our	O
Level	O
I	O
Tertiary	O
referral	O
trauma	B-PI
centre	O
by	O
own	O
means	O
.	O
He	O
was	O
normotensive	O
and	O
not	O
tachycardic	B-PI
.	O
The	O
patient	O
had	O
no	O
signiﬁcant	O
medical	O
history	O
.	O
Physical	O
examination	B-GOAL
revealed	O
a	O
guarded	O
abdomen	O
.	O
Focused	O
Assessment	O
with	O
Sonography	B-IM
for	O
Trauma	B-PI
(FAST)	B-IM
suggested	O
a	O
trace	O
of	O
free	O
ﬂuid	O
in	O
the	O
sagittal	O
pelvic	O
image	O
.	O
The	O
initial	O
blood	O
pathology	O
was	O
normal	O
except	O
for	O
an	O
elevation	O
of	O
amylase	O
410	O
units/l	O
lipase	O
771	O
units/l	O
and	O
white	O
cell	O
count	O
12	O
0.2	O
×	O
109/l	O
.	O
He	O
was	O
admitted	O
for	O
observation	B-GOAL
and	O
serial	O
clinical	O
and	O
FAST	B-IM
assessments	O
.	O
The	O
patient's	O
symptoms	O
failed	O
to	O
improve	O
after	O
24	O
h	O
observation	B-GOAL
during	O
which	O
time	O
he	O
developed	O
shoulder	O
tip	O
and	O
central	O
back	O
pain	B-PI
.	O
A	O
repeat	O
FAST	B-IM
24	O
h	O
post-admission	O
again	O
revealed	O
possible	O
trace	O
free	O
ﬂuid	O
in	O
the	O
sagittal	O
pelvic	O
images	O
with	O
new	O
concerns	O
regarding	O
trace	O
free	O
ﬂuid	O
to	O
the	O
spleno-renal	O
angle	O
.	O
A	O
computed	O
tomography	O
(CT)	B-IM
scan	O
was	O
performed	O
with	O
intravenous	O
contrast	O
.	O
This	O
revealed	O
a	O
transverse	O
laceration	O
through	O
the	O
neck	O
of	O
the	O
pancreas	O
with	O
normal	O
enhancement	O
of	O
the	O
pancreas	O
and	O
no	O
pancreatic	O
duct	O
dilatation	O
consistent	O
with	O
American	O
Association	O
for	O
the	O
Surgery	B-SurgicalProcedure
of	O
Trauma	B-PI
(AAST)	O
Organ	O
Injury	B-PI
Scale	O
(OIS)	O
grade	O
IV	O
injury	B-PI
.	O
Additionally	O
there	O
was	O
a	O
small	O
volume	O
low	O
density	O
intraperitoneal	O
ﬂuid	O
retroperitoneal	O
stranding	O
omental	O
contusion	B-PI
and	O
a	O
small	O
linear	O
laceration	O
of	O
the	O
posterior	O
left	O
kidney	O
without	O
peri-nephric	O
collection	O
(AAST-OIS	O
Grade	O
II	O
injury)B-PI	O
.	O
There	O
was	O
no	O
injury	B-PI
to	O
the	O
other	O
solid	O
organs	O
or	O
the	O
duodenum	O
.	O
The	O
patient	O
was	O
kept	O
nil	O
by	O
mouth	O
with	O
intravenous	O
antibiotics	O
TPN	O
and	O
octreotide	O
100	O
mg	O
three	O
times	O
a	O
day	O
via	O
a	O
percutaneous	O
inserted	O
central	O
catheter	O
(B-PICC)	O
.	O
Ongoing	O
central	O
abdominal	O
pain	B-PI
consistent	O
with	O
acute	O
pancreatitis	O
prompted	O
further	O
imaging	B-GOAL
on	O
day	O
2	O
by	O
magnetic	O
resonance	O
cholangiopancreatography	O
(MRCP)	B-IM
.	O
This	O
conﬁrmed	O
the	O
CT	B-IM
ﬁndings	O
and	O
the	O
patient	O
was	O
booked	O
for	O
ERCP	B-IM
the	O
following	O
day	O
.	O
At	O
ERCP	B-IM
the	O
pancreatic	O
duct	O
was	O
selectively	O
cannulated	O
and	O
contrast	O
extravasation	B-PI
was	O
seen	O
at	O
the	O
pancreatic	O
neck	O
.	O
A	O
5	O
cm	O
5Fr	O
B-pigtail	O
plastic	O
stent	O
was	O
inserted	O
across	O
the	O
defect	O
and	O
the	O
patient	O
remained	O
on	O
TPN	O
and	O
octreotide	O
for	O
10	O
days	O
.	O
Repeat	O
MRCP	B-IM
10	O
days	O
later	O
showed	O
a	O
contiguous	O
main	O
pancreatic	O
duct	O
of	O
normal	O
calibre	O
and	O
appearance	O
with	O
no	O
evidence	O
of	O
transection	B-PI
and	O
improvement	O
of	O
the	O
peri-pancreatic	O
oedema	B-PI
.	O
The	O
patient	O
was	O
allowed	O
to	O
resume	O
a	O
low	O
fat	O
diet	O
and	O
TPN	O
was	O
weaned	O
and	O
ceased	O
.	O
The	O
patient	O
returned	O
home	O
on	O
pantoprazole	O
40	O
mg	O
daily	O
he	O
was	O
electively	O
brought	O
back	O
to	O
hosB-pital	O
12	O
days	O
later	O
for	O
ERCP	B-IM
and	O
