Word	Tag
classiﬁed	
as	
associated	
both-column	
fractures	
with	
protrusio	
acetabuli	
.	
Three	
dimensional	
reconstructed	
computed	
tomography	
(CT)	
examination	
revealed	
a	
greater	
degree	
of	
comminution	
and	
displacement	
than	
could	
be	
appreciated	
on	
the	
plain	
radiographs	
.	
Once	
informed	
consent	
was	
obtained	
from	
the	
patient	
and	
her	
parents,	
the	
preoperative	
preparation	
by	
the	
orthopaedic	
and	
anaesthesia	
team	
consisted	
in	
typing	
and	
cross	
matching	
eight	
units	
of	
packed	
red	
blood	
cells,	
fresh	
frozen	
plasma,	
cryoprecipitate,	
desmopressin,	
and	
interoperative	
cell	
salvage	
capability	
available	
for	
the	
operation	
.	
On	
the	
ﬁfth	
post-trauma	
day,	
considering	
the	
young	
age	
of	
the	
patient,	
the	
comorbidities	
and	
the	
operative	
duration,	
we	
opted	
for	
the	
ﬁxation	
of	
the	
acetabula	
in	
two	
surgical	
steps	
.	
At	
ﬁrst,	
we	
performed	
ORIF	
of	
bilateral	
posterior	
columns	
via	
Iselin	
approach	
.	
A	
pelvic	
reconstruction	
plate	
was	
shaped	
and	
positioned	
along	
the	
perimeter	
of	
the	
pelvis	
until	
its	
ﬁxation	
.	
The	
patient	
was	
extremely	
osteopenic,	
bones	
were	
very	
fragile,	
and	
the	
reduction	
obtained	
from	
the	
fracture	
was	
the	
best	
possible	
given	
the	
starting	
conditions	
.	
Since	
on	
the	
right	
side	
the	
posterior	
synthesis	
alone	
appeared	
insufficient	
to	
guarantee	
a	
lasting	
reduction	
of	
the	
femoral	
head	
in	
the	
acetabulum,	
we	
drilled	
a	
Kirschner	
wire	
to	
provide	
stable	
ﬁxation	
and	
to	
avoid	
possible	
future	
dislocations	
.	
The	
second	
surgical	
step	
was	
performed	
on	
post-injury	
day	
ten	
via	
a	
bilateral	
modiﬁed	
Stoppa	
approach	
and	
augmented	
by	
creating	
the	
lateral	
window	
of	
the	
ilioinguinal	
approach	
[5]	
.	
Bilaterally,	
there	
were	
multiple	
devitalised,	
free-ﬂoating,	
articular	
fragments	
medial	
to	
the	
quadrilateral	
surface	
that	
were	
deemed	
no-reconstructible	
.	
Two	
dedicated	
suprapectineal	
plate	
were	
applied	
to	
reconstruct	
anterior	
column	
and	
quadrilateral	
lamina	
of	
both	
hips	
.	
The	
post-operative	
period	
was	
uneventful,	
hemoglobin	
never	
fell	
below	
10	
mg/dl	
and	
intraoperatively	
the	
blood	
loss	
was	
less	
than	
400	
cl	
and	
no	
blood	
transfusion	
was	
necessary	
.	
She	
was	
mobilized	
on	
crutches	
with	
touch	
weight-bearing	
for	
six	
weeks	
and	
partial	
weight-bearing	
for	
another	
six	
weeks	
.	
After	
three	
weeks,	
the	
patient	
was	
discharged	
to	
home	
therapy	
with	
bisphosphonates	
and	
referred	
to	
a	
specialist	
center	
for	
OI	
disease	
.	
We	
followed	
the	
patient	
weekly	
for	
one	
month,	
then	
monthly	
until	
the	
sixth	
month,	
with	
radiographic	
control	
at	
30,	
60	
and	
120	
days	
.	
The	
hips	
function	
was	
evaluated	
with	
Harris	
Hip	
Score	
(HHS)	
with	
result	
of	
45/100	
at	
the	
ﬁnal	
follow-up	
.	
The	
Numeric	
Pain	
Rating	
Scale	
(NPRS),	
a	
segmented	
numeric	
version	
of	
the	
visual	
analog	
scale	
(VAS),	
used	
to	
assess	
pain	
intensity,	
reported	
a	
score	
of	
5/10	
(moderate	
pain)	
at	
the	
ﬁnal	
follow-up	
.	
The	
last	
radiographic	
examination	
showed	
an	
adequate	
reduction	
of	
the	
fracture	
and	
a	
satisfactory	
wall	
and	
bone	
stock	
for	
a	
subsequent	
prosthesis:	
the	
patient	
developed	
a	
bilateral	
post-traumatic	
arthrosis	
with	
heterotopic	
calciﬁcations	
typical	
of	
the	
underlying	
disease	
.	
A	
16-year-old	
male	
unrestrained	
backseat	
passenger	
was	
brought	
to	
our	
trauma	
bay	
after	
a	
high-speed	
motor	
vehicle	
collision	
with	
a	
rollover	
.	
	
He	
suffered	
multiple	
injuries,	
including	
traumatic	
brain	
injury;	
complex	
pelvic	
fractures;	
spleen,	
liver,	
and	
renal	
injuries;	
and	
left	
diaphragmatic	
rupture	
.	
	
His	
initial	
chest	
X-ray	
(CXR)	
revealed	
his	
stomach	
herniating	
inside	
his	
left	
chest	
.	
	
He	
underwent	
immediate	
laparotomy	
and	
repair	
of	
his	
left	
diaphragm	
.	
	
Intraoperatively,	
the	
surgeon	
examined	
the	
right	
diaphragm	
by	
palpation	
and	
noted	
no	
abnormality	
.	
	
Postoperatively,	
the	
patient	
had	
a	
prolonged	
ventilator-dependence	
.	
	
His	
daily	
CXR	
showed	
right-sided	
diaphragmatic	
abnormality	
but	
was	
nonspeciﬁc	
.	
	
We	
performed	
a	
dynamic	
ultrasound	
to	
evaluate	
the	
right	
diaphragm;	
the	
result	
suggested	
that	
the	
right	
diaphragm	
was	
paralysed,	
probably	
secondary	
to	
right	
phrenic	
nerve	
injury	
.	
	
On	
3	
occasions	
(post-injury	
day	
0,	
4,	
and	
15),	
the	
patient	
underwent	
CT	
of	
the	
chest;	
none	
of	
those	
3	
scans	
reported	
right-sided	
diaphragmatic	
injury,	
despite	
the	
presence	
of	
“hepatothorax”,	
as	
well	
as	
“hump”,	
“band”,	
and	
“collar”	
signs	
.	
	
Eventually,	
on	
post-injury	
day	
17,	
the	
patient	
underwent	
a	
diagnostic	
laparoscopy;	
we	
found	
the	
liver	
herniating	
into	
the	
right	
chest	
.	
28-year	
lady	
was	
brought	
to	
the	
ED	
with	
an	
alleged	
history	
of	
accidental	
strangulation	
by	
cloth	
while	
working	
in	
ﬁelds	
.	
The	
patient	
presented	
to	
us	
after	
8	
h	
of	
trauma	
.	
Airway	
was	
patent	
and	
the	
cervical	
spine	
motion	
was	
restricted	
.	
A	
patterned	
bruise	
of	
strangulation	
was	
present	
in	
the	
middle	
of	
the	
neck	
.	
Larynx	
and	
cricotracheal	
junction	
were	
normal	
to	
palpation	
.	
Breathing	
and	
circulation	
were	
normal	
and	
there	
was	
no	
neurological	
disability	
.	
Mild	
surgical	
emphysema	
was	
present	
in	
the	
face	
and	
neck	
.	
CECT	
neck	
revealed	
tracheal	
transection	
more	
than	
50%	
of	
the	
circumference	
and	
an	
abnormally	
dilated	
segment	
of	
the	
esophagus	
.	
Contrast	
esophagogram	
wasn't	
performed	
as	
the	
patient	
had	
an	
upfront	
indication	
of	
exploration	
.	
CT	
Angio	
revealed	
complete	
luminal	
occlusion	
of	
left	
Common	
Carotid	
Artery	
due	
to	
thrombosis	
3	
cm	
below	
bifurcation;	
however,	
the	
contrast	
was	
present	
in	
the	
internal	
carotid	
artery	
presumably	
entering	
retrogradely	
from	
external	
carotid	
artery	
.	
Interventional	
radiology	
expertise	
for	
CCA	
stenting	
wasn't	
available	
.	
The	
patient	
was	
taken	
up	
for	
emergent	
exploration	
where	
complete	
transection	
of	
the	
trachea	
was	
repaired	
along	
with	
the	
esophagus	
.	
CCA	
exploration	
revealed	
a	
contused	
artery	
not	
amenable	
to	
resection	
and	
end	
to	
end	
repair	
.	
CCA	
size	
precluded	
the	
use	
of	
saphenous	
graft	
due	
to	
anticipated	
luminal	
discrepancy	
and	
subsequent	
turbulent	
ﬂow	
.	
PTFE	
and	
Dacron	
couldn't	
be	
arranged	
in	
the	
middle	
of	
the	
night	
.	
The	
operating	
surgeon	
decided	
to	
manage	
CCA	
contusion	
and	
thrombosis	
non-operatively	
as	
the	
patient	
presented	
after	
8	
h	
and	
majority	
strokes	
in	
Grade	
4	
injury	
would	
have	
manifested	
in	
this	
period	
.	
CCA	
ligation	
wasn't	
done	
in	
the	
apprehension	
of	
antegrade	
thrombus	
propagation	
post	
ligation	
.	
Unfortunately,	
the	
patient	
developed	
right	
hemiparesis	
in	
the	
immediate	
post-operative	
period	
.	
MR	
brain	
with	
angiogram	
revealed	
thrombus	
propagation	
involving	
ICA	
and	
Left	
MCA	
and	
conﬁrmed	
stroke	
.	
The	
patient	
was	
started	
on	
anticoagulation	
and	
intensive	
physiotherapy	
.	
Her	
maximal	
power	
was	
2/5	
in	
the	
upper	
limb	
and	
3/5	
in	
the	
lower	
limb	
.	
With	
physiotherapy,	
she	
started	
regaining	
strength	
and	
by	
the	
third	
postoperative	
day,	
she	
had	
regained	
full	
power	
and	
could	
write	
and	
walk	
independently	
.	
Follow	
up	
Doppler	
showed	
no	
recanalization	
.	
The	
rest	
post-op	
period	
was	
uneventful	
and	
the	
patient	
was	
discharged	
home	
neurologically	
intact,	
on	
antithrombotic	
therapy	
.	
	
We	
describe	
the	
case	
of	
a	
15	
year	
old	
boy	
who	
presented	
with	
generalised	
abdominal	
pain	
following	
a	
seemingly	
minor	
collision	
at	
weekend	
soccer	
.	
Investigation	
revealed	
a	
grade	
IV	
pancreatic	
injury	
that	
was	
subsequently	
managed	
with	
pancreatic	
stent	
insertion	
by	
endoscopic	
retrograde	
cholangiopancreatography	
(ERCP)	
and	
total	
parenteral	
nutrition	
(TPN)	
prior	
to	
recommencing	
low	
fat	
diet	
10	
days	
post-injury	
.	
A	
previously	
well	
15	
year	
old	
male	
presented	
to	
the	
Emergency	
department	
at	
1600	
h,	
4	
hours	
after	
a	
seemingly	
minor	
blunt	
abdominal	
injury	
during	
a	
weekend	
soccer	
match	
.	
Initially	
following	
the	
impact	
of	
another	
player's	
knee	
to	
the	
abdomen,	
the	
adolescent	
rested	
out	
of	
the	
game	
for	
half	
an	
hour	
before	
returning	
to	
play	
the	
second	
half	
.	
Following	
the	
game,	
he	
returned	
home,	
tolerated	
an	
afternoon	
meal	
before	
the	
gradual	
onset	
of	
constant,	
dull,	
severe,	
non-radiating,	
generalised	
abdominal	
pain	
that	
was	
not	
exacerbated	
by	
movement	
.	
Due	
to	
family	
concerns,	
the	
patient	
presented	
to	
our	
Level	
I	
Tertiary	
referral	
trauma	
centre	
by	
own	
means	
.	
He	
was	
normotensive	
and	
not	
tachycardic	
.	
The	
patient	
had	
no	
signiﬁcant	
medical	
history	
.	
Physical	
examination	
revealed	
a	
guarded	
abdomen	
.	
Focused	
Assessment	
with	
Sonography	
for	
Trauma	
(FAST)	
suggested	
a	
trace	
of	
free	
ﬂuid	
in	
the	
sagittal	
pelvic	
image	
.	
The	
initial	
blood	
pathology	
was	
normal	
except	
for	
an	
elevation	
of	
amylase	
410	
units/l,	
lipase	
771	
units/l	
and	
white	
cell	
count	
12	
0.2	
×	
109/l	
.	
He	
was	
admitted	
for	
observation	
and	
serial	
clinical	
and	
FAST	
assessments	
.	
The	
patient's	
symptoms	
failed	
to	
improve	
after	
24	
h	
observation,	
during	
which	
time	
he	
developed	
shoulder	
tip	
and	
central	
back	
pain	
.	
A	
repeat	
FAST	
24	
h	
post-admission	
again	
revealed	
possible	
trace	
free	
ﬂuid	
in	
the	
sagittal	
pelvic	
images	
with	
new	
concerns	
regarding	
trace	
free	
ﬂuid	
to	
the	
spleno-renal	
angle	
.	
A	
computed	
tomography	
(CT)	
scan	
was	
performed	
with	
intravenous	
contrast	
.	
This	
revealed	
a	
transverse	
laceration	
through	
the	
neck	
of	
the	
pancreas	
with	
normal	
enhancement	
of	
the	
pancreas	
and	
no	
pancreatic	
duct	
dilatation	
consistent	
with	
American	
Association	
for	
the	
Surgery	
of	
Trauma	
(AAST)	
Organ	
Injury	
Scale	
(OIS)	
grade	
IV	
injury	
.	
Additionally	
there	
was	
a	
small	
volume,	
low	
density	
intraperitoneal	
ﬂuid,	
retroperitoneal	
stranding,	
omental	
contusion	
and	
a	
small	
linear	
laceration	
of	
the	
posterior	
left	
kidney	
without	
peri-nephric	
collection	
(AAST-OIS	
Grade	
II	
injury)	
.	
There	
was	
no	
injury	
to	
the	
other	
solid	
organs	
or	
the	
duodenum	
.	
The	
patient	
was	
kept	
nil	
by	
mouth	
with	
intravenous	
antibiotics,	
TPN	
and	
octreotide	
100	
mg	
three	
times	
a	
day	
via	
a	
percutaneous	
inserted	
central	
catheter	
(PICC)	
.	
Ongoing	
central	
abdominal	
pain	
consistent	
with	
acute	
pancreatitis	
prompted	
further	
imaging	
on	
day	
2	
by	
magnetic	
resonance	
cholangiopancreatography	
(MRCP)	
.	
This	
conﬁrmed	
the	
CT	
ﬁndings	
and	
the	
patient	
was	
booked	
for	
ERCP	
the	
following	
day	
.	
At	
ERCP,	
the	
pancreatic	
duct	
was	
selectively	
cannulated	
and	
contrast	
extravasation	
was	
seen	
at	
the	
pancreatic	
neck	
.	
A	
5	
cm	
5Fr	
pigtail	
plastic	
stent	
was	
inserted	
across	
the	
defect	
and	
the	
patient	
remained	
on	
TPN	
and	
octreotide	
for	
10	
days	
.	
Repeat	
MRCP	
10	
days	
later	
showed	
a	
contiguous	
main	
pancreatic	
duct	
of	
normal	
calibre	
and	
appearance	
with	
no	
evidence	
of	
transection	
and	
improvement	
of	
the	
peri-pancreatic	
oedema	
.	
The	
patient	
was	
allowed	
to	
resume	
a	
low	
fat	
diet	
and	
TPN	
was	
weaned	
and	
ceased	
.	
The	
patient	
returned	
home	
on	
pantoprazole	
40	
mg	
daily,	
he	
was	
electively	
brought	
back	
to	
hospital	
12	
days	
later	
for	
ERCP	
and	
stent	
removal	
.	
At	
ERCP	
the	
pigtail	
stent	
was	
not	
seen,	
having	
likely	
passed	
out,	
and	
there	
was	
no	
evidence	
of	
extravasation	
of	
contrast,	
consistent	
with	
resolution	
of	
injury	
.	
Follow-up	
as	
an	
outpatient	
was	
without	
incident	
over	
a	
three-month	
period	
.	
The	
patient	
has	
been	
advised	
not	
to	
partake	
in	
contact	
sports	
for	
six	
months	
.	
A	
25-year-old	
male	
camel	
caregiver	
presented	
to	
the	
Emergency	
Department	
of	
Al-Ain	
Hospital	
1	
h	
after	
being	
bitten	
several	
times	
in	
the	
left	
side	
of	
his	
head	
and	
neck	
by	
a	
15-year-old	
male	
camel	
.	
The	
injury	
occurred	
in	
the	
farm	
while	
the	
patient	
was	
trying	
to	
feed	
the	
camel	
.	
The	
camel	
turned	
aggressive	
and	
strongly	
and	
repeatedly	
gripped	
the	
patient's	
face	
between	
its	
jaws,	
lifting	
the	
patient	
up	
in	
the	
air	
while	
shaking	
and	
throwing	
him	
forcefully	
to	
the	
ground	
.	
These	
bites	
were	
repeated	
four	
times	
to	
the	
patient's	
face	
and	
neck	
.	
The	
patient	
was	
able	
to	
rescue	
himself	
only	
after	
putting	
his	
headscarf	
inside	
the	
camel's	
mouth	
.	
On	
clinical	
examination,	
the	
patient	
was	
fully	
conscious,	
alert,	
but	
in	
severe	
distress	
.	
His	
blood	
pressure	
was	
159/91	
mm	
Hg	
.	
Pulse	
rate	
was	
47	
beats	
per	
minute,	
and	
body	
temperature	
was	
36	
0.5	
°C	
.	
There	
were	
multiple	
puncture	
and	
laceration	
wounds	
on	
the	
left	
side	
of	
his	
face	
and	
neck	
.	
Inspection	
of	
the	
facial	
wounds	
showed	
a	
swollen	
left	
eye	
with	
lacerations	
on	
the	
eyelid	
and	
eyebrow	
with	
extensive	
subconjunctival	
hemorrhage	
.	
An	
approximately	
13	
cm	
lacerated	
wound	
on	
the	
left	
side	
of	
the	
face	
extended	
from	
the	
temporal	
region	
to	
the	
left	
chin	
with	
surrounding	
skin	
erythema	
.	
There	
was	
bleeding	
from	
the	
left	
ear	
with	
a	
laceration	
of	
the	
crus	
of	
the	
left	
helix	
.	
Neck	
inspection	
showed	
a	
7	
cm	
laceration	
in	
the	
left	
submandibular	
area	
with	
no	
obvious	
injury	
to	
the	
adjacent	
great	
vessels	
.	
The	
patient	
was	
given	
0	
0.5	
ml	
of	
tetanus	
toxoid	
vaccine	
intramuscularly	
and	
was	
admitted	
to	
the	
hospital	
.	
A	
trauma	
computed	
tomography	
(CT)	
was	
performed	
to	
detect	
other	
injuries	
.	
Maxillofacial	
CT	
without	
contrast	
showed	
a	
comminuted	
fracture	
of	
the	
left	
nasal	
bone,	
a	
fracture	
of	
the	
medial	
orbital	
wall	
with	
sagging	
of	
medial	
rectus	
muscle	
into	
the	
fracture	
space,	
medial	
rectus	
muscle	
hematoma,	
fracture	
of	
lacrimal	
bone	
and	
displacement	
of	
piece	
of	
it	
into	
the	
orbit,	
left	
preseptal	
hematoma,	
complete	
opaciﬁcation	
of	
left	
intraocular	
content,	
crystalline	
lens	
was	
not	
identiﬁed,	
and	
the	
eye	
appeared	
as	
one	
chamber	
with	
loss	
of	
the	
eyewall	
integrity	
.	
Although	
the	
left	
optic	
nerve	
appeared	
stretched,	
there	
were	
no	
obvious	
CT	
ﬁndings	
for	
its	
injury	
.	
CT	
angiographic	
study	
of	
the	
neck	
arteries	
showed	
no	
evidence	
of	
active	
extravasation,	
dissection	
or	
thrombosis	
.	
Prophylactic	
antibiotic	
using	
intravenous	
ceftriaxone	
and	
metronidazole	
was	
commenced	
.	
The	
patient	
was	
taken	
to	
the	
operation	
room,	
and	
the	
wounds	
were	
explored	
and	
debrided	
under	
general	
anesthesia	
.	
Upper	
lid	
(2	
cm)	
full	
thickness	
laceration,	
eyebrow	
(3	
0.5	
cm),	
lateral	
to	
lateral	
canthal	
area	
laceration	
and	
inferior	
bulbar	
conjunctiva	
were	
repaired	
.	
There	
was	
a	
massive	
corneal	
laceration	
with	
expulsion	
of	
the	
eye	
content	
.	
Salvaging	
the	
left	
eye	
was	
not	
possible,	
and	
evisceration	
of	
the	
eye	
was	
performed	
.	
Intraoperative	
examination	
of	
the	
left	
cheek	
wound	
site	
revealed	
macerated	
muscle	
with	
a	
deep	
wound	
penetrating	
the	
underlying	
superﬁcial	
musculoaponeurotic	
system	
.	
The	
left	
Parotid	
duct	
was	
partially	
transected	
over	
the	
masseter	
muscle	
.	
This	
was	
approximated	
and	
primarily	
repaired	
using	
Nylon	
8/0	
sutures,	
and	
the	
parotid	
gland	
capsule	
was	
also	
sutured	
.	
The	
buccal	
branch	
of	
the	
facial	
nerve	
could	
not	
be	
identiﬁed	
.	
The	
nasal	
bone	
fracture	
was	
managed	
with	
closed	
reduction	
.	
The	
lacerations	
of	
the	
left	
auricle	
and	
the	
left	
submandibular	
region	
were	
closed	
in	
layers	
.	
On	
a	
postoperative	
day	
6,	
the	
patient	
developed	
a	
small	
left-sided	
sialocele	
which	
has	
rapidly	
progressed	
into	
a	
ﬁstula	
.	
This	
was	
managed	
with	
Hyoscine	
tablets,	
transdermal	
scopolamine,	
and	
pressure	
dressing	
.	
A	
favorable	
response	
was	
observed	
after	
three	
days	
.	
The	
patient	
was	
discharged	
home	
on	
day	
9	
in	
a	
good	
general	
condition	
and	
was	
placed	
on	
Clindamycin	
600	
mg	
4	
times	
a	
day,	
Hyoscine	
20	
mg	
3	
times	
a	
day,	
and	
Erythromycin	
0	
.5%	
ophthalmic	
ointment	
.	
A	
follow	
up	
at	
one	
month	
showed	
a	
satisfactory	
scar,	
completely	
healed	
salivary	
ﬁstula,	
and	
a	
residual	
weak	
upper	
lip	
function	
.	
The	
patient	
gave	
written	
informed	
consent	
for	
publication	
of	
his	
clinical	
images	
in	
this	
manuscript	
.	
A	
75-year-old	
male	
with	
history	
of	
atrial	
ﬁbrillation	
on	
Rivaroxaban	
was	
struck	
by	
a	
motor	
vehicle	
.	
Upon	
arrival	
he	
was	
hypotensive	
but	
with	
a	
Glasgow	
Coma	
Score	
of	
15	
.	
A	
strategy	
of	
permissive	
hypotension	
was	
maintained	
based	
upon	
the	
patient's	
mental	
status	
.	
Plain	
radiographs	
and	
CT	
imaging	
were	
